name,vicinity,rue,lat,lon,ranking,rating,user_ratings_total,sum_ratings,score,rating_cat,user_ratings_total_cat,rating_cat_lbl,user_ratings_total_cat_lbl,types,restaurant,food,point_of_interest,establishment,bar,bakery,liquor_store,store,meal_takeaway,cafe,meal_delivery,spa,lodging,grocery_or_supermarket,night_club,supermarket,convenience_store
Saint Sepulcre,"15 Rue des Orfèvres, Strasbourg","Rue des Orfèvres,",48.58245100000001,7.749090600000001,89,4.5,628,2826,32.84081839681738,6,8,"(4.4, 4.5]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamian Restaurant,"20 Rue du Fossé-des-Tanneurs, Strasbourg","Rue du Fossé-des-Tanneurs,",48.5833262,7.743852400000001,90,4.4,1151,5064,32.82873142397109,5,9,"(4.3, 4.4]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Bouclier d'Or Hotel & Spa,"1 Rue du Bouclier, Strasbourg","Rue du Bouclier,",48.5806243,7.743717200000003,91,4.6,342,1573,32.816520087858216,7,6,"(4.5, 4.6]","(248.0, 347.0]","['cafe', 'spa', 'lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
BAR ALGORYTHME,"64 Rue de Zurich, Strasbourg","Rue de Zurich,",48.5787016,7.7588454,92,4.6,341,1568,32.810670143365485,7,6,"(4.5, 4.6]","(248.0, 347.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Perles de Saveurs,"9 Rue des Dentelles, Strasbourg","Rue des Dentelles,",48.5811111,7.7430556,93,4.6,334,1536,32.769233747333196,7,6,"(4.5, 4.6]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Glacier Franchi,"5 Rue des Francs-Bourgeois, Strasbourg","Rue des Francs-Bourgeois,",48.5823388,7.746213,94,4.5,604,2718,32.76466622379509,6,8,"(4.4, 4.5]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SA KI BON (Restaurant , Café Lounge , Épicerie Fine)","40 Rue du Faubourg-de-Saverne, Strasbourg","Rue du Faubourg-de-Saverne,",48.5867048,7.739559700000001,95,4.8,106,508,32.7614681532709,8,3,"(4.6, 4.8]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Casserole,"24 Rue des Juifs, Strasbourg","Rue des Juifs,",48.583476,7.752694,96,4.6,331,1522,32.751208771368304,7,6,"(4.5, 4.6]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Établi,"8 Place d'Austerlitz, Strasbourg","Place d'Austerlitz,",48.57756819999999,7.752559000000001,97,4.6,322,1481,32.69613700980082,7,6,"(4.5, 4.6]","(248.0, 347.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Naegel,"9 Rue des Orfèvres, Strasbourg","Rue des Orfèvres,",48.5825548,7.7490698,98,4.5,576,2592,32.67190117540445,6,8,"(4.4, 4.5]","(498.8, 853.2]","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
iL FRANCESE,"24 Rue de Bouxwiller, Strasbourg","Rue de Bouxwiller,",48.5904096,7.739490499999999,99,4.9,58,284,32.650797168458396,9,2,"(4.8, inf]","(36.6, 78.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Binchstub Broglie,"28 Impasse de l'Écrevisse, Strasbourg","Impasse de l'Écrevisse,",48.5852583,7.7494333,100,4.4,1040,4576,32.63494669291464,5,9,"(4.3, 4.4]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Botaniste,"3 Rue Thiergarten, Strasbourg","Rue Thiergarten,",48.5842762,7.737517700000001,101,4.6,309,1421,32.613809005354234,7,6,"(4.5, 4.6]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
East Canteen,"2 Place des Orphelins, Strasbourg","Place des Orphelins,",48.57913209999999,7.7544327,102,4.3,1908,8204,32.596486992582726,4,9,"(4.2, 4.3]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Kim,"5 Place de L Hôpital, Strasbourg","Place de L Hôpital,",48.5775622,7.7490693,103,4.6,305,1403,32.58777926099521,7,6,"(4.5, 4.6]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Laurier,"à, 17 Rue de la Division Leclerc, Strasbourg","17 Rue de la Division Leclerc,",48.5794918,7.7481879,104,4.6,300,1380,32.55475777171044,7,6,"(4.5, 4.6]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Ani,"26 Rue Thiergarten, Strasbourg","Rue Thiergarten,",48.5854853,7.737970200000002,105,4.8,93,446,32.48871815305888,8,3,"(4.6, 4.8]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Troquet des Kneckes,"112 Grand'Rue, Strasbourg","Grand'Rue,",48.581485,7.744030999999998,106,4.3,1794,7714,32.481436486444714,4,9,"(4.2, 4.3]","(853.2, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Au Dauphin,"13 Place de la Cathédrale, Strasbourg","Place de la Cathédrale,",48.58187649999999,7.749532500000003,107,4.3,1786,7679,32.473090254575865,4,9,"(4.2, 4.3]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Diwan,"2 Rue Munch, Strasbourg","Rue Munch,",48.5820358,7.757091999999998,108,4.6,286,1315,32.459283752393596,7,6,"(4.5, 4.6]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kei's Atelier Restaurant Coréen,"16 Rue de l'Abreuvoir, Strasbourg","Rue de l'Abreuvoir,",48.5793914,7.760819100000003,109,4.7,160,752,32.449363918482845,8,4,"(4.6, 4.8]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Passé Retrouvé,"7 Rue Baldung-Grien, Strasbourg","Rue Baldung-Grien,",48.589886,7.753545,110,4.7,156,733,32.39768561226597,8,4,"(4.6, 4.8]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POP&LINO,"8 Rue du Faisan, Strasbourg","Rue du Faisan,",48.5834446,7.753381799999999,111,4.4,918,4039,32.39650779728547,5,9,"(4.3, 4.4]","(853.2, inf]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Le Stras',"9 Rue des Dentelles, Strasbourg","Rue des Dentelles,",48.5810616,7.743042200000001,112,4.7,153,719,32.358049724842715,8,4,"(4.6, 4.8]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vélicious,"43 Rue Geiler, Strasbourg","Rue Geiler,",48.5860789,7.770806800000001,113,4.4,899,3955,32.35654264362621,5,9,"(4.3, 4.4]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant l'Absinthe,"22 Rue des Bouchers, Strasbourg","Rue des Bouchers,",48.5783672,7.7508762,115,4.6,270,1242,32.34427331513134,7,6,"(4.5, 4.6]","(248.0, 347.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
AMIS 朋友川,"16 Rue du Fossé-des-Tanneurs, Strasbourg","Rue du Fossé-des-Tanneurs,",48.5834891,7.743939799999999,116,4.7,149,700,32.30397546153769,8,4,"(4.6, 4.8]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Au Pont Corbeau,"21 Quai Saint-Nicolas, Strasbourg","Quai Saint-Nicolas,",48.5789836,7.7502719,117,4.4,874,3845,32.30265030359138,5,9,"(4.3, 4.4]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUOVO CAFFE MILANO,"23 Boulevard de la Victoire, Strasbourg","Boulevard de la Victoire,",48.58341900000001,7.7621626,118,4.5,473,2128,32.28687513332015,6,7,"(4.4, 4.5]","(347.0, 498.8]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Le Bistrot d'Antoine,"3 Rue de la Courtine, Strasbourg","Rue de la Courtine,",48.5835508,7.755286099999999,119,4.6,260,1196,32.26887740066576,7,6,"(4.5, 4.6]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Drunky Stork Social Club,"24 Rue du Vieux-Marché-aux-Vins, Strasbourg","Rue du Vieux-Marché-aux-Vins,",48.5839138,7.742374400000001,120,4.5,454,2043,32.206751337856964,6,7,"(4.4, 4.5]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Tire-Bouchon,"5 Rue des Tailleurs de Pierre, Strasbourg","Rue des Tailleurs de Pierre,",48.58059309999999,7.7506662,121,4.2,2920,12264,32.19460797608336,3,9,"(4.1, 4.2]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ristorante Paradiso,"1 Place des Moulins, Strasbourg","Place des Moulins,",48.57913239999999,7.742669199999998,122,4.5,449,2020,32.18510853451495,6,7,"(4.4, 4.5]","(347.0, 498.8]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Zuem Ysehuet,"21 Quai Mullenheim, Strasbourg","Quai Mullenheim,",48.589788,7.763357000000002,123,4.6,249,1145,32.18251699664038,7,6,"(4.5, 4.6]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fink Stuebel,"26 Rue Finkwiller, Strasbourg","Rue Finkwiller,",48.5788151,7.742665299999999,124,4.5,444,1998,32.16322336551579,6,7,"(4.4, 4.5]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Vallée du Kashmir,"1 Rue de Haguenau, Strasbourg","Rue de Haguenau,",48.5906598,7.7442313,125,4.6,246,1131,32.15830149267554,7,5,"(4.5, 4.6]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dubliners,"7 Rue du Vieux-Marché-aux-Poissons, Strasbourg","Rue du Vieux-Marché-aux-Poissons,",48.5801619,7.7497344,126,4.2,2809,11797,32.123917304646625,3,9,"(4.1, 4.2]","(853.2, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Mai Saigon,"29 Rue de la Krutenau, Strasbourg","Rue de la Krutenau,",48.5801612,7.757821,127,4.6,239,1099,32.10063034436143,7,5,"(4.5, 4.6]","(184.0, 248.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
VENEZOLATINO,"32 Rue de la 1ère Armée, Strasbourg","Rue de la 1ère Armée,",48.57621080000001,7.752496099999999,128,4.6,239,1099,32.10063034436143,7,5,"(4.5, 4.6]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MÂY,"1 Rue de Berne, Strasbourg","Rue de Berne,",48.5779419,7.754419800000002,129,4.7,134,629,32.0873925523146,8,4,"(4.6, 4.8]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L'ARTICHAUT,"56 Grand'Rue, Strasbourg","Grand'Rue,",48.5821767,7.7413854,130,4.3,1450,6235,32.08388240961039,4,9,"(4.2, 4.3]","(853.2, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Au Vieux Strasbourg,"5 Rue du Maroquin, Strasbourg","Rue du Maroquin,",48.5805444,7.750788899999998,131,4.3,1449,6230,32.082594057526045,4,9,"(4.2, 4.3]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POK POK Bowl 🌺,"33 Rue des Bouchers, Strasbourg","Rue des Bouchers,",48.5774799,7.750482600000001,132,5.0,26,130,32.07486673985409,9,1,"(4.8, inf]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AEDAEN PLACE,"4-6 Rue des Aveugles, Strasbourg","Rue des Aveugles,",48.5825226,7.741728600000003,133,4.3,1436,6174,32.06576409159701,4,9,"(4.2, 4.3]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr & Mrs Bun,"3 Rue du Vingt-Deux Novembre, Strasbourg","Rue du Vingt-Deux Novembre,",48.58295649999999,7.7414843,134,4.5,421,1894,32.05926943126051,6,7,"(4.4, 4.5]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Grappa,"5 Rue du Vieux-Marché-aux-Vins, Strasbourg","Rue du Vieux-Marché-aux-Vins,",48.5836344,7.740326899999999,135,4.5,419,1885,32.049963103348325,6,7,"(4.4, 4.5]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Oignon,"A Coté Du Pont Du Faisan, 4 Rue des Moulins, Strasbourg","Coté Du Pont Du Faisan, 4 Rue des Moulins,",48.5814329,7.741426700000001,136,4.5,418,1881,32.04529326798766,6,7,"(4.4, 4.5]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SACREBLEU,"6 Place d'Austerlitz, Strasbourg","Place d'Austerlitz,",48.5783761,7.754331499999999,137,4.7,131,615,32.0411750895821,8,4,"(4.6, 4.8]","(128.2, 184.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
L'Artisan du Wrap,"42 Quai des Bateliers, Strasbourg","Quai des Bateliers,",48.5816473,7.7558811,138,4.7,131,615,32.0411750895821,8,4,"(4.6, 4.8]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maison Franchi,"6 Rue Mercière, Strasbourg","Rue Mercière,",48.5812144,7.749436900000001,139,5.0,25,125,31.989700043360187,9,1,"(4.8, inf]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitico,"48 Grand'Rue, Strasbourg","Grand'Rue,",48.5822789,7.7410002,140,4.6,225,1035,31.980039583312266,7,5,"(4.5, 4.6]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Binchstub Restaurant,"6 Rue du Tonnelet Rouge, Strasbourg","Rue du Tonnelet Rouge,",48.5832024,7.7527199,141,4.4,723,3181,31.94020850809594,5,8,"(4.3, 4.4]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stück Burger Tanneur,"53 Rue du Fossé-des-Tanneurs, Strasbourg","Rue du Fossé-des-Tanneurs,",48.58208140000001,7.743129499999999,142,4.4,712,3132,31.910911972002175,5,8,"(4.3, 4.4]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bierbüch,"14 Rue de Sébastopol, Strasbourg","Rue de Sébastopol,",48.586793,7.7430856,143,5.0,24,120,31.901056208558032,9,1,"(4.8, inf]","(8.8, 36.6]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mailuk,"6 Rue Kuhn, Strasbourg","Rue Kuhn,",48.5850927,7.739707099999999,144,4.6,214,984,31.879903357406274,7,5,"(4.5, 4.6]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fior di Pizza,"2 Grand'Rue, Strasbourg","Grand'Rue,",48.5825846,7.738971499999998,145,4.5,384,1728,31.87949050965389,6,7,"(4.4, 4.5]","(347.0, 498.8]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Académie de la Bière,"17 Rue Adolphe Seyboth, Strasbourg","Rue Adolphe Seyboth,",48.5816823,7.739002699999999,146,4.2,2443,10260,31.869278561288436,3,9,"(4.1, 4.2]","(853.2, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A Cantina Comptoir Corse Strasbourg,"21 Rue de l'Ail, Strasbourg","Rue de l'Ail,",48.58009499999999,7.748937,147,4.8,68,326,31.836042780989935,8,2,"(4.6, 4.8]","(36.6, 78.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
La Rizière,"14 Place Saint-Étienne, Strasbourg","Place Saint-Étienne,",48.5831425,7.755044799999999,148,4.6,207,952,31.81346358910182,7,5,"(4.5, 4.6]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lohmega,"5 Rue du Fossé des Treize, Strasbourg","Rue du Fossé des Treize,",48.58757,7.7477132,149,4.9,38,186,31.750939623422372,9,2,"(4.8, inf]","(36.6, 78.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Restaurant O Brazil,"13 Rue du Jeu-des-Enfants, Strasbourg","Rue du Jeu-des-Enfants,",48.5834165,7.741228599999999,150,4.4,646,2842,31.725023079178374,5,8,"(4.3, 4.4]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Helssi,"16 Rue de la Grange, Strasbourg","Rue de la Grange,",48.58298730000001,7.744797699999999,151,5.0,22,110,31.712113404111033,9,1,"(4.8, inf]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Chez Tante Liesel,"4 Rue des Dentelles, Strasbourg","Rue des Dentelles,",48.581078,7.742826999999997,152,4.4,626,2754,31.664927066125895,5,8,"(4.3, 4.4]","(498.8, 853.2]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Stub,"12 Quai des Pêcheurs, Strasbourg","Quai des Pêcheurs,",48.5832098,7.758129599999999,153,4.5,344,1548,31.664512991571886,6,6,"(4.4, 4.5]","(248.0, 347.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Chez mon ex,"17 Boulevard de la Victoire, Strasbourg","Boulevard de la Victoire,",48.58354199999999,7.761545799999999,154,4.4,612,2692,31.621706257440476,5,8,"(4.3, 4.4]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tzatzi,"1 Rue de la Demi Lune, Strasbourg","Rue de la Demi Lune,",48.5818889,7.7456654,155,4.3,1128,4850,31.61492912848349,4,9,"(4.2, 4.3]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Cosy,"17 Rue des Couples, Strasbourg","Rue des Couples,",48.5790405,7.753450099999999,156,4.4,609,2679,31.612316087584656,5,8,"(4.3, 4.4]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Avesta 1,"7 Cour de Bath, Strasbourg","Cour de Bath,",48.5771149,7.7706529,157,4.6,187,860,31.610471390067893,7,5,"(4.5, 4.6]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
À l'ancienne chapelle,"2B Place des Orphelins, Strasbourg","Place des Orphelins,",48.57904850000001,7.754281099999998,158,4.7,106,498,31.608937566744423,8,3,"(4.6, 4.8]","(78.0, 128.2]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Antalya Grill,"16 Rue de la 1ère Armée, Strasbourg","Rue de la 1ère Armée,",48.5775667,7.751047899999998,159,4.6,186,855,31.599759543402413,7,5,"(4.5, 4.6]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulus Bistrot,"33 Rue de Zurich, Strasbourg","Rue de Zurich,",48.5802463,7.7565744,160,4.7,105,493,31.58958970562871,8,3,"(4.6, 4.8]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matryoshka-restaurant russe-géorgien,"9 Rue des Frères, Strasbourg","Rue des Frères,",48.58275769999999,7.7522302,161,4.7,104,488,31.570056694704267,8,3,"(4.6, 4.8]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Picobello,"21 Rue des Frères, Strasbourg","Rue des Frères,",48.5829421,7.753025999999999,162,4.4,593,2609,31.56144065080276,5,8,"(4.3, 4.4]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPAS CAFE,"16 Rue du Bain Finkwiller, Strasbourg","Rue du Bain Finkwiller,",48.5790151,7.743191699999998,163,4.4,592,2604,31.55821550958085,5,8,"(4.3, 4.4]","(498.8, 853.2]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Renard STRASBOURG Vosges,"59 Avenue des Vosges, Strasbourg","Avenue des Vosges,",48.5900276,7.749094499999999,164,4.7,102,479,31.53042080728101,8,3,"(4.6, 4.8]","(78.0, 128.2]","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Porcus,"6 Place du Temple Neuf, Strasbourg","Place du Temple Neuf,",48.58288169999999,7.7479841,165,4.5,313,1408,31.479949518959017,6,6,"(4.4, 4.5]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Académie De La Bière - Krutenau - The Key Bar,"7 B Rue de l'Abreuvoir, Strasbourg","B Rue de l'Abreuvoir,",48.5791803,7.7602705,167,4.3,1048,4506,31.477553515385143,4,9,"(4.2, 4.3]","(853.2, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Le Pied de Mammouth Burger,"4 Rue Sellenick, Strasbourg","Rue Sellenick,",48.59049719999999,7.749683099999999,168,4.4,565,2486,31.469013170405535,5,8,"(4.3, 4.4]","(498.8, 853.2]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Little World,"45 Rue Finkwiller, Strasbourg","Rue Finkwiller,",48.5789409,7.7428265,169,4.6,170,781,31.420065038340056,7,4,"(4.5, 4.6]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Café Atlantico,"9A Quai des Pêcheurs, Strasbourg","Quai des Pêcheurs,",48.5831151,7.757616399999999,170,4.2,1894,7954,31.40499589360247,3,9,"(4.1, 4.2]","(853.2, inf]","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Biggie's Esplanade,"3 Rue de la Tour des Pecheurs, Strasbourg","Rue de la Tour des Pecheurs,",48.5830446,7.7606436,171,5.0,19,95,31.393768004764144,9,1,"(4.8, inf]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Graine de couscous,"17 Rue de l'Ail, Strasbourg","Rue de l'Ail,",48.5798418,7.7481575,172,4.8,55,264,31.39374090957237,8,2,"(4.6, 4.8]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasserie de la Lanterne,"5 Rue de la Lanterne, Strasbourg","Rue de la Lanterne,",48.5815735,7.7472308,173,4.3,999,4295,31.38813159937172,4,9,"(4.2, 4.3]","(853.2, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
