name,vicinity,rue,lat,lon,ranking,rating,user_ratings_total,sum_ratings,score,rating_cat,user_ratings_total_cat,rating_cat_lbl,user_ratings_total_cat_lbl,types,restaurant,food,point_of_interest,establishment,bar,bakery,liquor_store,store,meal_takeaway,cafe,meal_delivery,spa,lodging,grocery_or_supermarket,night_club,supermarket,convenience_store
Baraka Jeux Strasbourg,"6 Place de l'Homme de Fer, Strasbourg","Place de l'Homme de Fer,",48.5838164,7.744085499999999,179,4.5,287,1291,31.310468535302967,6,6,"(4.4, 4.5]","(248.0, 347.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Yogurtlandia,"7 Rue du Sanglier, Strasbourg","Rue du Sanglier,",48.5827755,7.749593399999999,180,4.7,91,427,31.297494543909142,8,3,"(4.6, 4.8]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Le Libanais,"8 Rue de Leicester, Strasbourg","Rue de Leicester,",48.5777809,7.7712318,181,4.5,283,1273,31.283038959859308,6,6,"(4.4, 4.5]","(248.0, 347.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Pizza & Kebap Murat,"31 Rue du Faubourg-National, Strasbourg","Rue du Faubourg-National,",48.58214630000001,7.735071900000001,182,4.8,51,244,31.23633684527009,8,2,"(4.6, 4.8]","(36.6, 78.0]","['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Au Diable Bleu,"1 Rue Saint-Guillaume, Strasbourg","Rue Saint-Guillaume,",48.5823758,7.757405199999999,183,4.4,500,2200,31.235468019078485,5,8,"(4.3, 4.4]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Le Pont aux Chats,"42 Rue de la Krutenau, Strasbourg","Rue de la Krutenau,",48.5805334,7.7572839,184,4.5,269,1210,31.183885260010832,6,6,"(4.4, 4.5]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant libanais Au Petit Mezze,"13b Rue Sainte-Barbe, Strasbourg","Rue Sainte-Barbe,",48.58179179999999,7.745743199999998,185,4.4,477,2098,31.145480867776502,5,7,"(4.3, 4.4]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Brasseur,"22 Rue des Veaux, Strasbourg","Rue des Veaux,",48.5826197,7.755553899999999,186,4.1,3129,12828,31.141162808899384,2,9,"(3.9, 4.1]","(853.2, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bottega Renzini,"38 Rue de la 1ère Armée, Strasbourg","Rue de la 1ère Armée,",48.5755512,7.7530442,187,4.7,84,394,31.134112644490845,8,3,"(4.6, 4.8]","(78.0, 128.2]","['grocery_or_supermarket', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
Iskandar Cuisine Libanaise Strasbourg,"6 Place du Vieux Marché aux Vins, Strasbourg","Place du Vieux Marché aux Vins,",48.5836155,7.741563099999999,188,4.4,467,2054,31.1049942744909,5,7,"(4.3, 4.4]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Argentoratum,"14 Rue du Bain-aux-Plantes, Strasbourg","Rue du Bain-aux-Plantes,",48.5814769,7.740043900000002,189,4.4,462,2032,31.08442469244696,5,7,"(4.3, 4.4]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PUR Etc. Strasbourg St Etienne,"15 Place Saint-Étienne, Strasbourg","Place Saint-Étienne,",48.5830603,7.754871099999999,190,4.5,255,1147,31.0794308119528,6,6,"(4.4, 4.5]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cigkoftem,"20 Rue du Vieux-Marché-aux-Vins, Strasbourg","Rue du Vieux-Marché-aux-Vins,",48.5837447,7.741998199999998,191,4.5,243,1093,30.985228231192405,6,5,"(4.4, 4.5]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Pizzas de la Marne,"56 Boulevard de la Marne, Strasbourg","Boulevard de la Marne,",48.586823,7.776962400000001,192,4.7,78,366,30.982844632645257,8,2,"(4.6, 4.8]","(36.6, 78.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Restaurant Au Petit Tonnelier,"16 Rue des Tonneliers, Strasbourg","Rue des Tonneliers,",48.580096,7.749269000000001,193,4.4,435,1914,30.969352730600406,5,7,"(4.3, 4.4]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
de:ja Le restaurant,"1 Rue Schimper, Strasbourg","Rue Schimper,",48.587367,7.768662600000001,194,4.7,76,357,30.92982388371972,8,2,"(4.6, 4.8]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Atelier,"31 Avenue des Vosges, Strasbourg","Avenue des Vosges,",48.58900029999999,7.752861999999999,195,4.5,236,1062,30.928104013365484,6,5,"(4.4, 4.5]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Yvonne,"10 Rue du Sanglier, Strasbourg","Rue du Sanglier,",48.5827433,7.749451,196,4.2,1440,6048,30.905122466800048,3,9,"(4.1, 4.2]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Pied de Mammouth,"58 Avenue de la Forêt-Noire, Strasbourg","Avenue de la Forêt-Noire,",48.5834593,7.7711052,197,4.3,770,3311,30.901910118241666,4,8,"(4.2, 4.3]","(498.8, 853.2]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Supertonic,"1 Place d'Austerlitz, Strasbourg","Place d'Austerlitz,",48.5782683,7.753559999999999,198,4.6,131,602,30.899447960016513,7,4,"(4.5, 4.6]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Pakinoich',"30 Rue du Faubourg-de-Pierre, Strasbourg","Rue du Faubourg-de-Pierre,",48.588596,7.745832299999999,199,5.0,15,75,30.880456295278407,9,1,"(4.8, inf]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizzeria La Laguna,"18 Rue des Couples, Strasbourg","Rue des Couples,",48.5789027,7.7535387,200,4.4,415,1826,30.879411625533212,5,7,"(4.3, 4.4]","(347.0, 498.8]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Le Purgatoire,"34 Rue de Zurich, Strasbourg","Rue de Zurich,",48.5795413,7.757480600000001,201,4.4,415,1826,30.879411625533212,5,7,"(4.3, 4.4]","(347.0, 498.8]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AUX SAVEURS DE LILE MAURICE,"69 Avenue de la Forêt-Noire, Strasbourg","Avenue de la Forêt-Noire,",48.5811346,7.7763271,202,4.7,74,347,30.87538908273559,8,2,"(4.6, 4.8]","(36.6, 78.0]","['restaurant', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Pizza Marc'Ol,"9 Rue Vauban, Strasbourg","Rue Vauban,",48.580966,7.7717646,203,4.5,227,1021,30.852116357369052,6,5,"(4.4, 4.5]","(184.0, 248.0]","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Coco Grill,"8 Rue d'Austerlitz, Strasbourg","Rue d'Austerlitz,",48.57872680000001,7.751895499999998,204,4.7,71,333,30.790914238979656,8,2,"(4.6, 4.8]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Atelier du Pide,"5 Rue des Drapiers, Strasbourg","Rue des Drapiers,",48.58238559999999,7.743673499999998,205,4.4,395,1738,30.78502722075643,5,7,"(4.3, 4.4]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Mandaloun,"11 Rue de Boston, Strasbourg","Rue de Boston,",48.5767385,7.770670800000002,206,4.5,219,985,30.781998516780533,6,5,"(4.4, 4.5]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Maison Des Mezzes,"5 Rue des Orphelins, Strasbourg","Rue des Orphelins,",48.57845779999999,7.754506300000001,207,4.6,123,565,30.773563512621227,7,3,"(4.5, 4.6]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BASTARDO,"17 Rue des Tonneliers, Strasbourg","Rue des Tonneliers,",48.58028760000001,7.748978299999999,208,4.3,718,3087,30.77133511024189,4,8,"(4.2, 4.3]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Umaï Ramen,"5 Rue des Orphelins, Strasbourg","Rue des Orphelins,",48.57850929999999,7.754570099999999,209,4.5,217,976,30.764068802318384,6,5,"(4.4, 4.5]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizzeria INSIEME,"1 Rue de Verdun, Strasbourg","Rue de Verdun,",48.5852498,7.7698802,210,4.6,118,542,30.690657233608174,7,3,"(4.5, 4.6]","(78.0, 128.2]","['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Bistrot La Solidarité,"5 Rue du Travail, Strasbourg","Rue du Travail,",48.5888139,7.741922699999999,211,4.3,687,2954,30.68891396935607,4,8,"(4.2, 4.3]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RESTAURANT LA CHOUCROUTERIE,"20 Rue Saint-Louis, Strasbourg","Rue Saint-Louis,",48.5780013,7.745256100000001,212,4.4,367,1614,30.644530682709195,5,7,"(4.3, 4.4]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cokoon,"6 Rue du Faubourg-de-Pierre, Strasbourg","Rue du Faubourg-de-Pierre,",48.58728739999999,7.7465033,214,4.6,115,529,30.63921006562661,7,3,"(4.5, 4.6]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainbow Poke Bowl,"36 Rue de la Krutenau, Strasbourg","Rue de la Krutenau,",48.5807434,7.757128400000002,215,4.6,115,529,30.63921006562661,7,3,"(4.5, 4.6]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Bistronome,"27 Rue Vauban, Strasbourg","Rue Vauban,",48.5807292,7.7740551,216,4.5,203,913,30.633732170609456,6,5,"(4.4, 4.5]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizzeria des théâtres,"23 Rue Brûlée, Strasbourg","Rue Brûlée,",48.5849299,7.7536904,217,4.5,202,909,30.62408116250981,6,5,"(4.4, 4.5]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Square Delicatessen,"12 Rue du Vieux Marché aux Grains, Strasbourg","Rue du Vieux Marché aux Grains,",48.5823459,7.7470176,218,4.2,1209,5077,30.586190463615242,3,9,"(4.1, 4.2]","(853.2, inf]","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Blue Moon Bar,"24 Rue des Poules, Strasbourg","Rue des Poules,",48.58064400000001,7.759666000000002,219,4.4,353,1553,30.570208703706424,5,7,"(4.3, 4.4]","(347.0, 498.8]","['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
La Rivière,"3 Rue des Dentelles, Strasbourg","Rue des Dentelles,",48.581238,7.742801999999998,220,4.6,111,510,30.56848570241862,7,3,"(4.5, 4.6]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AE SAVEURS DES MERS,"6 Rue de la Grange, Strasbourg","Rue de la Grange,",48.58295150000001,7.744355199999999,222,4.8,37,177,30.567368275521574,8,2,"(4.6, 4.8]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Banh Mi Saigon,"8 Quai de Paris, Strasbourg","Quai de Paris,",48.5850626,7.743204400000001,223,4.4,347,1526,30.537449689079846,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ill Vino • Bar,"19a Quai des Pêcheurs, Strasbourg","Quai des Pêcheurs,",48.5838902,7.7583609,224,4.4,343,1509,30.515294128188195,5,6,"(4.3, 4.4]","(248.0, 347.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hôtel des Vosges****,"3 Place de la Gare, Strasbourg","Place de la Gare,",48.5838314,7.734971600000001,225,4.7,62,291,30.514240940641795,8,2,"(4.6, 4.8]","(36.6, 78.0]","['cafe', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Caupona Taverne,"109 Grand'Rue, Strasbourg","Grand'Rue,",48.5812757,7.745202799999999,226,4.1,2180,8938,30.497671623778878,2,9,"(3.9, 4.1]","(853.2, inf]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ali Baba,"20 Rue Finkwiller, Strasbourg","Rue Finkwiller,",48.57875019999999,7.7425915,228,4.6,107,492,30.49516537735196,7,3,"(4.5, 4.6]","(78.0, 128.2]","['restaurant', 'bakery', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Restaurant Pizza Kebab Ariane,"11 Rue de Boston, Strasbourg","Rue de Boston,",48.5770861,7.770754399999999,229,4.3,617,2653,30.48822620534294,4,8,"(4.2, 4.3]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant La Fleur De Chine,"13 Rue des Tonneliers, Strasbourg","Rue des Tonneliers,",48.5801662,7.7490542,230,4.4,335,1474,30.470197150962125,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalimera - La cuisine de Nicole - Salon de Café - Bistrot Grec,"10 Rue Sainte-Catherine, Strasbourg","Rue Sainte-Catherine,",48.58026230000001,7.757354400000001,231,4.5,186,837,30.462808248980625,6,5,"(4.4, 4.5]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan y Vino,"6 Place des Orphelins, Strasbourg","Place des Orphelins,",48.578762,7.7543498,232,4.4,333,1465,30.458754627427812,5,6,"(4.3, 4.4]","(248.0, 347.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Maison Kammerzell,"16 Place de la Cathédrale, Strasbourg","Place de la Cathédrale,",48.5819424,7.749815200000002,233,4.0,4107,16428,30.45409881141461,2,9,"(3.9, 4.1]","(853.2, inf]","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Grande torino,"41 Quai des Bateliers, Strasbourg","Quai des Bateliers,",48.5815264,7.7558164,234,4.8,35,168,30.45152661288132,8,1,"(4.6, 4.8]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Express Orient,"24 Rue de Zurich, Strasbourg","Rue de Zurich,",48.5801164,7.7563031,235,4.7,60,282,30.44731087680313,8,2,"(4.6, 4.8]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mademoiselle 10,"10 Quai des Pêcheurs, Strasbourg","Quai des Pêcheurs,",48.583037,7.757921199999999,236,4.7,60,282,30.44731087680313,8,2,"(4.6, 4.8]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Il Felice,"2 Rue du Poumon, Strasbourg","Rue du Poumon,",48.5806755,7.748990399999999,237,4.4,330,1452,30.441461335462712,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Niko Niko,"72 Avenue des Vosges, Strasbourg","Avenue des Vosges,",48.5907839,7.7476778,238,4.4,330,1452,30.441461335462712,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pâtisserie Kautzmann,"2 Rue du Noyer, Strasbourg","Rue du Noyer,",48.5851378,7.743694100000001,239,4.4,324,1425,30.406398044909096,5,6,"(4.3, 4.4]","(248.0, 347.0]","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Le Public House,"14 Rue Paul Janet, Strasbourg","Rue Paul Janet,",48.5794989,7.760666299999999,240,4.2,1090,4578,30.397191291350623,3,9,"(4.1, 4.2]","(853.2, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Midi - Minuit,"22 Boulevard de Lyon, Strasbourg","Boulevard de Lyon,",48.5778994,7.7315596,241,4.8,34,163,30.391098801802823,8,1,"(4.6, 4.8]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Épicerie,"6 Rue du Vieux Seigle, Strasbourg","Rue du Vieux Seigle,",48.58181279999999,7.7469143,242,4.5,176,792,30.35480700516368,6,4,"(4.4, 4.5]","(128.2, 184.0]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr.Fondue,"8 Rue de Leicester, Strasbourg","Rue de Leicester,",48.5780215,7.770755699999998,243,4.8,33,158,30.328866911413854,8,1,"(4.6, 4.8]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Potiron,"24 Rue Sainte-Madeleine, Strasbourg","Rue Sainte-Madeleine,",48.5788985,7.754836999999998,245,4.5,173,778,30.321207464079578,6,4,"(4.4, 4.5]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Taverne Française,"12 Avenue de la Marseillaise, Strasbourg","Avenue de la Marseillaise,",48.5853248,7.756010700000001,246,4.5,172,774,30.30987801108397,6,4,"(4.4, 4.5]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Grosse Baloche,"7 Rue des Orphelins, Strasbourg","Rue des Orphelins,",48.57860549999999,7.7547111,247,4.7,56,263,30.306483726929144,8,2,"(4.6, 4.8]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Victor,"19 Rue des Frères, Strasbourg","Rue des Frères,",48.5828917,7.7528372,248,4.5,166,747,30.24048639618025,6,4,"(4.4, 4.5]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant La Vieille Tour,"1 Rue Adolphe Seyboth, Strasbourg","Rue Adolphe Seyboth,",48.5813019,7.7394044,250,4.6,94,432,30.23638812655861,7,3,"(4.5, 4.6]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Loquitos,"5 Rue des Pucelles, Strasbourg","Rue des Pucelles,",48.58367,7.754160000000001,252,4.4,295,1298,30.227216870303923,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasserie Au Télégraphe,"59 Rue de Zurich, Strasbourg","Rue de Zurich,",48.57909,7.758959099999998,253,4.4,294,1293,30.220728253813498,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Little Africa,"14 Quai des Pêcheurs, Strasbourg","Quai des Pêcheurs,",48.5833102,7.758240400000002,254,4.4,293,1289,30.214217529558088,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flam's,"29 Rue des Frères, Strasbourg","Rue des Frères,",48.583088,7.753620000000001,255,4.0,3558,14232,30.204823774991624,2,9,"(3.9, 4.1]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MadameJulia,"34 Rue de la 1ère Armée, Strasbourg","Rue de la 1ère Armée,",48.57607809999999,7.7525973,256,4.3,529,2274,30.200859389751294,4,8,"(4.2, 4.3]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cookers,"9 Rue de Berne, Strasbourg","Rue de Berne,",48.5773898,7.7553119,257,4.8,31,148,30.198536130404506,8,1,"(4.6, 4.8]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BOHEMIA,"17 Rue du Général-Zimmer, Strasbourg","Rue du Général-Zimmer,",48.5808388,7.762421,258,4.6,92,423,30.193424005789552,7,3,"(4.5, 4.6]","(78.0, 128.2]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PFR Le Baeckeoffe d'Alsace,"14 Rue des Moulins, Strasbourg","Rue des Moulins,",48.5802179,7.742066,259,4.1,1829,7498,30.185076192453305,2,9,"(3.9, 4.1]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crêp'eat Strasbourg, place des Halles","24 Place des Halles, Strasbourg","Place des Halles,",48.586787,7.740948799999999,260,4.4,287,1262,30.17468034562957,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
La Vetta,"16a Rue du Sanglier, Strasbourg","Rue du Sanglier,",48.58258889999999,7.7497194,261,4.5,159,715,30.15628705944203,6,4,"(4.4, 4.5]","(128.2, 184.0]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mamama bistro,"18 Rue Sainte-Hélène, Strasbourg","Rue Sainte-Hélène,",48.5820032,7.745414299999999,262,4.3,513,2205,30.143504669980807,4,8,"(4.2, 4.3]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vino Strada Stub,"8 Rue du Temple Neuf, Strasbourg","Rue du Temple Neuf,",48.5832158,7.7492971,263,4.4,277,1218,30.106910983883576,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ARUNDO la petite cantine vegan,"19 Rue Geiler, Strasbourg","Rue Geiler,",48.5869588,7.7679211,264,4.8,29,139,30.05951038991499,8,1,"(4.6, 4.8]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pâtes Strasbourg - Giv’s pasta bar & coffee,"74 Avenue de la Forêt-Noire, Strasbourg","Avenue de la Forêt-Noire,",48.58234699999999,7.773390199999999,265,4.5,151,679,30.055396262819258,6,4,"(4.4, 4.5]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chan Chira - La table thaïlandaise,"2 Rue des Moulins, Strasbourg","Rue des Moulins,",48.5815527,7.741390900000002,266,4.4,267,1174,30.03664955000414,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Panier des Pâtes AUSTERLITZ,"7 Rue d'Austerlitz, Strasbourg","Rue d'Austerlitz,",48.5787081,7.752167099999999,267,4.5,148,666,30.01617771927731,6,4,"(4.4, 4.5]","(128.2, 184.0]","['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
