name,vicinity,rue,lat,lon,ranking,rating,user_ratings_total,sum_ratings,score,rating_cat,user_ratings_total_cat,rating_cat_lbl,user_ratings_total_cat_lbl,types,restaurant,food,point_of_interest,establishment,bakery,cafe,store,meal_takeaway,bar,liquor_store,grocery_or_supermarket,night_club,meal_delivery,book_store,movie_theater,tourist_attraction,lodging,school,parking,travel_agency,real_estate_agency,general_contractor,supermarket,gas_station,car_wash,convenience_store
Les Passionnés,"31 Bis Allée de Brienne, Toulouse",Bis Allée de Brienne,43.6061007,1.4300491,396,4.5,373,1678,31.822689743139094,5,7,"(4.4, 4.5]","(283.0, 418.0]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novo burger honore serre,"6 Avenue Honoré Serres, Toulouse",Avenue Honoré Serres,43.6120945,1.4386589,397,5.0,23,115,31.808639180087965,9,2,"(4.9, inf]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So Piad'in Food Truck,"1 Rue Mondran, Toulouse",Rue Mondran,43.5912883,1.4535128,398,4.9,39,191,31.80621657442985,8,2,"(4.7, 4.9]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Tonton,"16 Place Saint-Pierre, Toulouse",Place Saint-Pierre,43.6038317,1.4352084,399,4.3,1238,5323,31.788698772141622,3,9,"(4.1, 4.3]","(667.0, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Têtes d'Ail TOULOUSE,"6 Rue de la Fonderie, Toulouse",Rue de la Fonderie,43.5947813,1.4435976,400,4.6,204,938,31.784298770159133,6,6,"(4.5, 4.6]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Santine,"1 Rue Jean Suau, Toulouse",Rue Jean Suau,43.6018003,1.439966,402,4.5,365,1642,31.780317890054135,5,7,"(4.4, 4.5]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gueuleton - Toulouse,"40 Rue Peyrolières, Toulouse",Rue Peyrolières,43.601409,1.4407249,403,4.5,365,1642,31.780317890054135,5,7,"(4.4, 4.5]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Bazacle restaurant,"1 Allée de Brienne, Toulouse",Allée de Brienne,43.604154,1.433857999999999,405,4.5,364,1638,31.774956226420755,5,7,"(4.4, 4.5]","(283.0, 418.0]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franquette,"31 Rue de la Chaîne, Toulouse",Rue de la Chaîne,43.6091401,1.4389197,407,4.8,66,316,31.773810890600966,8,3,"(4.7, 4.9]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Décapsule Club,"74 Rue Matabiau, Toulouse",Rue Matabiau,43.6129826,1.4494537,408,4.8,66,316,31.773810890600966,8,3,"(4.7, 4.9]","(48.0, 86.0]","['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Tienda,"23 Place du Salin, Toulouse",Place du Salin,43.594964,1.44419,409,4.8,66,316,31.773810890600966,8,3,"(4.7, 4.9]","(48.0, 86.0]","['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Kiosque Grand-Rond,"77 Allées Forain-François Verdier, Toulouse",Allées Forain-François Verdier,43.5968661,1.452303,413,4.3,1228,5280,31.77355297726214,3,9,"(4.1, 4.3]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prosciutteria Toulouse - By Forno Gusto,"31 Rue des Filatiers, Toulouse",Rue des Filatiers,43.598898,1.444039,415,4.5,361,1624,31.75878240857546,5,7,"(4.4, 4.5]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prima Fabbrica,"15 Place Saint-Georges, Toulouse",Place Saint-Georges,43.60236880000001,1.447483,416,4.3,1211,5207,31.747519815515126,3,9,"(4.1, 4.3]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aligot Bar Aligot et Cassoulet Artisanal,"35 Rue du Taur, Toulouse",Rue du Taur,43.6059898,1.4424505,418,4.4,652,2868,31.742689421220454,4,8,"(4.3, 4.4]","(418.0, 667.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Petit Palaprat,"22 Rue Jean Palaprat, Toulouse",Rue Jean Palaprat,43.60547589999999,1.452387,419,4.8,65,312,31.741984111885706,8,3,"(4.7, 4.9]","(48.0, 86.0]","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXCAL,"6 Rue Saint-Charles, Toulouse",Rue Saint-Charles,43.61008940000001,1.440801,420,4.8,65,312,31.741984111885706,8,3,"(4.7, 4.9]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello Ravioli,"9 Rue de Toul, Toulouse",Rue de Toul,43.6118378,1.4376173,423,4.6,198,910,31.724659875203038,6,6,"(4.5, 4.6]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Kafé,"25 Rue Denfert Rochereau, Toulouse",Rue Denfert Rochereau,43.60814969999999,1.4490761,424,5.0,22,110,31.712113404111033,9,1,"(4.9, inf]","(7.0, 22.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Yggdrasil Les Comptoirs Argot,"65 Rue Pargaminières, Toulouse",Rue Pargaminières,43.6044199,1.4395656,425,4.6,195,896,31.69415921226758,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Gouaille,"6 Rue Joutx Aigues, Toulouse",Rue Joutx Aigues,43.5984245,1.4437066,426,4.4,635,2794,31.692204391284697,4,8,"(4.3, 4.4]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Topina,"Arche, 4 Place Bernard Lange, Toulouse",4 Place Bernard Lange,43.6009586,1.4342404,428,4.6,194,892,31.683887957679037,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buffet Himalaya,"9 Rue des Lois, Toulouse",Rue des Lois,43.605291,1.4420593,430,4.6,192,883,31.663185652036326,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emulation Nautique Restaurant,"22 Allée Alfred Mayssonnie, Toulouse",Allée Alfred Mayssonnie,43.5909252,1.436692,431,4.4,608,2675,31.609175748800038,4,8,"(4.3, 4.4]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sakimi,"132 Avenue de Lombez, Toulouse",Avenue de Lombez,43.5945207,1.4118035,432,4.7,106,498,31.608937566744423,7,4,"(4.6, 4.7]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Bon Manger,"10 Boulevard du Professeur Léopold Escande, Toulouse",Boulevard du Professeur Léopold Escande,43.6030358,1.4563199,433,4.6,186,855,31.599759543402413,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Jeannot Fruits de mer,"1 Rue de Bayard, Toulouse",Rue de Bayard,43.6083222,1.4465633,434,4.4,602,2648,31.59022456153443,4,8,"(4.3, 4.4]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cucina Semplice,"5 Place du Pont Neuf, Toulouse",Place du Pont Neuf,43.59985229999999,1.4408073,435,4.6,183,841,31.56727501275997,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toto Bello,"23 Boulevard Jean Brunhes, Toulouse",Boulevard Jean Brunhes,43.6024288,1.4205519,436,4.6,183,841,31.56727501275997,6,5,"(4.5, 4.6]","(133.5, 195.0]","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La cave se rebiffe,"2 Rue Joutx Aigues, Toulouse",Rue Joutx Aigues,43.59840639999999,1.4431829,439,4.6,182,837,31.55632838473134,6,5,"(4.5, 4.6]","(133.5, 195.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Le Cénacle,"46 Rue des Couteliers, Toulouse",Rue des Couteliers,43.5994092,1.4416675,440,4.5,324,1458,31.547452545929755,5,7,"(4.4, 4.5]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Belle Saison,"5 Rue du Puits Vert, Toulouse",Rue du Puits Vert,43.60187579999999,1.4440967,442,4.6,181,832,31.545321444398244,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Com Saj,"87 Rue Pargaminières, Toulouse",Rue Pargaminières,43.6046014,1.4410944,443,4.5,322,1449,31.53535142263124,5,7,"(4.4, 4.5]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPT,"7 Place Saint-Sernin, Toulouse",Place Saint-Sernin,43.6088417,1.4415318,445,4.5,320,1440,31.523174902439578,5,7,"(4.4, 4.5]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le New Delhi,"9 Rue de l'Industrie, Toulouse",Rue de l'Industrie,43.604829,1.450915,446,4.4,580,2552,31.519083171676925,4,8,"(4.3, 4.4]","(418.0, 667.0]","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Bringuerie,"28 Rue de la Fonderie, Toulouse",Rue de la Fonderie,43.59522740000001,1.4432865,447,4.9,34,166,31.514246693507054,8,2,"(4.7, 4.9]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Petit Marais,"16 Rue des Blanchers, Toulouse",Rue des Blanchers,43.6024,1.4380389,449,4.5,318,1431,31.510922039929945,5,7,"(4.4, 4.5]","(283.0, 418.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jiao zi guan (l'art de ravioli),"13 Rue du Rempart Villeneuve, Toulouse",Rue du Rempart Villeneuve,43.6057989,1.4462498,451,4.7,101,474,31.51031045677842,7,4,"(4.6, 4.7]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mille et une miettes,"4 Rue Saint-Jérôme, Toulouse",Rue Saint-Jérôme,43.6035643,1.44757,453,4.8,58,278,31.5044543691021,8,3,"(4.7, 4.9]","(48.0, 86.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL Pizza Léo,"16 Rue Emile Cartailhac, Toulouse",Rue Emile Cartailhac,43.6075228,1.440301,455,4.6,177,814,31.50067702526431,6,5,"(4.5, 4.6]","(133.5, 195.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cosy Caffe,"10 Place Saintes-Scarbes, Toulouse",Place Saintes-Scarbes,43.598028,1.448815,456,4.6,177,814,31.50067702526431,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Os à Moëlle,"14 Rue Roquelaine, Toulouse",Rue Roquelaine,43.61054299999999,1.445354,457,4.4,571,2512,31.489198876281737,4,8,"(4.3, 4.4]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Atelier du Burger,"19 Boulevard de Strasbourg, Toulouse",Boulevard de Strasbourg,43.6068469,1.4471475,459,4.3,1054,4532,31.488214626769068,3,9,"(4.1, 4.3]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Mesa de Lola,"23 Rue du Général Jean Compans, Toulouse",Rue du Général Jean Compans,43.607896,1.456864,461,4.5,314,1413,31.486183416329464,5,7,"(4.4, 4.5]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson Burger,"25 Route de Blagnac, Toulouse",Route de Blagnac,43.6117787,1.4137092,462,4.6,175,804,31.47797502395695,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Le Formose,"1 Place Lafourcade, Toulouse",Place Lafourcade,43.59181399999999,1.444305,463,4.7,99,465,31.469485414608485,7,4,"(4.6, 4.7]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saveurs Basilic Restauration Sur Place Et Click And Collect,"23 Route de Blagnac, Toulouse",Route de Blagnac,43.61174,1.4140428,464,4.5,309,1390,31.454813157411756,5,7,"(4.4, 4.5]","(283.0, 418.0]","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Merles Moqueurs,"8 Allées Maurice Sarraut, Toulouse",Allées Maurice Sarraut,43.5958589,1.4224119,465,4.5,307,1381,31.44212268964734,5,7,"(4.4, 4.5]","(283.0, 418.0]","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maison Sarment,"17 Place des Carmes, Toulouse",Place des Carmes,43.5980398,1.4445972,467,4.8,56,268,31.43130252962976,8,3,"(4.7, 4.9]","(48.0, 86.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Vélo Sentimental,"12 Boulevard Bonrepos, Toulouse",Boulevard Bonrepos,43.61086940000001,1.4524812,468,4.5,305,1372,31.42934927706054,5,7,"(4.4, 4.5]","(283.0, 418.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saveur d'Asie Express,"4 Rue de la République, Toulouse",Rue de la République,43.5987522,1.436268,470,4.8,55,264,31.39374090957237,8,3,"(4.7, 4.9]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY LITTLE WOK,"7 Rue Gabriel Péri, Toulouse",Rue Gabriel Péri,43.6058674,1.4509044,472,4.7,94,441,31.363700911918585,7,4,"(4.6, 4.7]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Itinéraire-Bis,"22 Rue de Périole, Toulouse",Rue de Périole,43.613242,1.456395,474,4.5,294,1323,31.35756298685471,5,7,"(4.4, 4.5]","(283.0, 418.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Petit London,"7 Rue Pierre-Paul Riquet, Toulouse",Rue Pierre-Paul Riquet,43.60095949999999,1.4538857,475,4.4,524,2305,31.325057662728398,4,8,"(4.3, 4.4]","(418.0, 667.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOK N SUSHI,"27 Rue Pargaminières, Toulouse",Rue Pargaminières,43.6041454,1.4376428,476,4.6,162,745,31.323769066896098,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Café Authié,"25 Place Dupuy, Toulouse",Place Dupuy,43.599859,1.453621,477,4.4,523,2301,31.32140743101601,4,8,"(4.3, 4.4]","(418.0, 667.0]","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Gascon,"9 Rue des Jacobins, Toulouse",Rue des Jacobins,43.60420990000001,1.441619,478,4.3,960,4128,31.31376630207014,3,9,"(4.1, 4.3]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Filous Libanais,"32 Rue de la Colombette, Toulouse",Rue de la Colombette,43.604585,1.4525556,479,4.7,91,427,31.297494543909142,7,4,"(4.6, 4.7]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poke And Co Toulouse,"10 Boulevard Lascrosses, Toulouse",Boulevard Lascrosses,43.6114106,1.4372964,481,5.0,18,90,31.276362525516532,9,1,"(4.9, inf]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ma Cri'Perie,"9 Place Saint-Sernin, Toulouse",Place Saint-Sernin,43.6089169,1.4415969,482,4.6,158,726,31.273822599990343,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcello Italian Street Food,"5 Rue Pargaminières, Toulouse",Rue Pargaminières,43.6038456,1.4364282,483,4.7,89,418,31.25213303123109,7,4,"(4.6, 4.7]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Flore,"51 Allées Jean Jaurès, Toulouse",Allées Jean Jaurès,43.6078705,1.4512783,485,4.6,156,717,31.24837315243052,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEVEN PIZZA,"6 Rue de la Colombette, Toulouse",Rue de la Colombette,43.6045313,1.4506725,487,4.9,30,147,31.24789414812635,8,2,"(4.7, 4.9]","(22.0, 48.0]","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESTAURANT JOSHORE ROAD,"10 Rue Maletache, Toulouse",Rue Maletache,43.5983775,1.4447339,489,4.8,51,244,31.23633684527009,8,3,"(4.7, 4.9]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAJ & CO (France),"48 Rue du Taur, Toulouse",Rue du Taur,43.6067859,1.4424604,491,4.7,88,413,31.229068559105794,7,4,"(4.6, 4.7]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Shahi Dhaba,"8 Rue Maury, Toulouse",Rue Maury,43.60509200000001,1.4536076,493,4.5,275,1237,31.226997122236185,5,6,"(4.4, 4.5]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chez riz （fondue chinoise）小米火锅,"45 Rue Saint-Charles, Toulouse",Rue Saint-Charles,43.6100489,1.4424023,494,4.6,153,703,31.209580581760953,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Dahu,"10 Rue des Blanchers, Toulouse",Rue des Blanchers,43.6023801,1.4381458,496,4.4,491,2160,31.200758565341065,4,8,"(4.3, 4.4]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Rowing Club,"19 Allée Alfred Mayssonnie, Toulouse",Allée Alfred Mayssonnie,43.5904316,1.4362385,498,4.2,1677,7043,31.183038862945562,3,9,"(4.1, 4.3]","(667.0, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsieur Cyclofood,"6 Rue des Salenques, Toulouse",Rue des Salenques,43.60763,1.439132,500,4.7,86,404,31.18214272084477,7,3,"(4.6, 4.7]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ô Taloa,"84 Allées Jean Jaurès, Toulouse",Allées Jean Jaurès,43.6084843,1.4534278,501,4.9,29,142,31.175750189704885,8,2,"(4.7, 4.9]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Ytaing Toulouse,"14 Avenue Etienne Billières, Toulouse",Avenue Etienne Billières,43.5975215,1.4283976,502,4.6,150,690,31.17001979165613,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABENAURA - restaurant rapide de soupes, salades et muffins","2 Place Arnaud Bernard, Toulouse",Place Arnaud Bernard,43.6106415,1.4388768,503,5.0,17,85,31.152244606891372,9,1,"(4.9, inf]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiang Mai Resto,"9 Rue Léon Gambetta, Toulouse",Rue Léon Gambetta,43.6030405,1.4416322,505,4.7,84,394,31.134112644490845,7,3,"(4.6, 4.7]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa Natachou,"32 Rue des Polinaires, Toulouse",Rue des Polinaires,43.5977648,1.4436903,506,4.6,146,671,31.11602313660841,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poliki Poliki - Sandwich à la viande en cuisson lente,"49 Rue des Filatiers, Toulouse",Rue des Filatiers,43.5994017,1.4438277,508,4.7,82,385,31.08492510620347,7,3,"(4.6, 4.7]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
